task_name,ecr_image_uri,image_digest,image_ref_pinned,in_ecr,pushed_at,size_mb,language,category,repo,pass_at_8
tigera-operator-3107,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tigera-operator-3107,sha256:acf708c344f635c4eb7fe46d545407eb9326055756c7900e96d37d6a66b260c9,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:acf708c344f635c4eb7fe46d545407eb9326055756c7900e96d37d6a66b260c9,yes,2026-07-01 16:17:59.696000+00:00,688.8,go,Security,tigera/operator,0/8
tikv-pd-5128,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tikv-pd-5128,sha256:1ea32d6e06727cd55d044c879d8ba6b989f97e72055e09e6af352c3b6befd332,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:1ea32d6e06727cd55d044c879d8ba6b989f97e72055e09e6af352c3b6befd332,yes,2026-07-01 16:18:29.775000+00:00,703.9,go,Software Engineering,tikv/pd,0/8
tikv-pd-7605,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tikv-pd-7605,sha256:4f753dc0f8e82f1c54321c254ff3bc6136a4e364e60db25d991be4dc63d75e4c,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:4f753dc0f8e82f1c54321c254ff3bc6136a4e364e60db25d991be4dc63d75e4c,yes,2026-07-01 16:16:41.531000+00:00,573.6,go,Software Engineering,tikv/pd,0/8
tikv-tikv-4752,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tikv-tikv-4752,sha256:5a94ce8aa6c0981a2436346ad66821e5bb2cf832ba0e183b18e2eadc871cbb39,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:5a94ce8aa6c0981a2436346ad66821e5bb2cf832ba0e183b18e2eadc871cbb39,yes,2026-07-01 16:22:20.109000+00:00,2191.9,rust,Software Engineering,tikv/tikv,0/8
tilt-dev-tilt-4767,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tilt-dev-tilt-4767,sha256:f542317dd387df7c2cc3305d01d8239e6358127de22b3f6d84db911651563d74,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:f542317dd387df7c2cc3305d01d8239e6358127de22b3f6d84db911651563d74,yes,2026-07-01 16:19:15.420000+00:00,672.9,go,Software Engineering,tilt-dev/tilt,0/8
tiny-pilot-tinypilot-475,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tiny-pilot-tinypilot-475,sha256:890192b18b33b6446a493b3dee89bf526a3de80883d66fcff0d8a36669d4b5ae,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:890192b18b33b6446a493b3dee89bf526a3de80883d66fcff0d8a36669d4b5ae,yes,2026-07-01 11:39:30.178000+00:00,249.5,python,Software Engineering,tiny-pilot/tinypilot,0/8
tjaeschke-ods-core-21,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tjaeschke-ods-core-21,sha256:c5e03c322731ff613b17e80c28feabdbcb77af9fb6279a94199a320d6a983488,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:c5e03c322731ff613b17e80c28feabdbcb77af9fb6279a94199a320d6a983488,yes,2026-07-01 16:16:30.556000+00:00,421.5,go,Software Engineering,tjaeschke/ods-core,0/8
tjaeschke-ods-core-26,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tjaeschke-ods-core-26,sha256:e503d3b26c47b0ddbf5861c5c1f861715e2ced03fb32f0bb920f8aa23d650605,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:e503d3b26c47b0ddbf5861c5c1f861715e2ced03fb32f0bb920f8aa23d650605,yes,2026-07-01 16:16:29.563000+00:00,421.5,go,Software Engineering,tjaeschke/ods-core,0/8
tmc-langchaingo-484,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tmc-langchaingo-484,sha256:cec3bcf34f77a9fabd17d3d7f7c14ce788a8bce85e9ad1663e805bc76467b2dc,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:cec3bcf34f77a9fabd17d3d7f7c14ce788a8bce85e9ad1663e805bc76467b2dc,yes,2026-07-01 16:17:02.423000+00:00,521.0,go,Software Engineering,tmc/langchaingo,0/8
tobymao-sqlglot-6690,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tobymao-sqlglot-6690,sha256:b97a9288d00e7ef1245c4ca0b0f2db4b778febe50c4278c8417a2fd16dc4e067,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b97a9288d00e7ef1245c4ca0b0f2db4b778febe50c4278c8417a2fd16dc4e067,yes,2026-07-01 11:40:00.418000+00:00,253.9,python,Data Querying and Databases,tobymao/sqlglot,0/8
tokio-rs-mio-1051,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-mio-1051,sha256:660c845dd1deb3161c3d3e75ceaecf37ac449740994bcf4cbb56fd22dfa3ff47,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:660c845dd1deb3161c3d3e75ceaecf37ac449740994bcf4cbb56fd22dfa3ff47,yes,2026-07-01 16:20:07.982000+00:00,688.5,rust,Software Engineering,tokio-rs/mio,0/8
tokio-rs-toasty-97,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-toasty-97,sha256:951ac8250a4889f68c0d1ee86b8b1f45580a224e70b3945aeee8ee11fc085a87,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:951ac8250a4889f68c0d1ee86b8b1f45580a224e70b3945aeee8ee11fc085a87,yes,2026-07-01 16:19:36.641000+00:00,1404.8,rust,Data Querying and Databases,tokio-rs/toasty,0/8
tokio-rs-tokio-1076,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-1076,sha256:e0647617aa07726756f29e13fa22161e25ba83b5773674c23b34ae0732b97610,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:e0647617aa07726756f29e13fa22161e25ba83b5773674c23b34ae0732b97610,yes,2026-07-01 16:20:15.995000+00:00,710.1,rust,Software Engineering,tokio-rs/tokio,0/8
tokio-rs-tokio-313,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-313,sha256:bb496e6ba0a0691fde974ca499729334e36c3fc38d2878fed51311359263a12f,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:bb496e6ba0a0691fde974ca499729334e36c3fc38d2878fed51311359263a12f,yes,2026-07-01 16:17:14.034000+00:00,675.1,rust,Debugging and Repair,tokio-rs/tokio,0/8
tokio-rs-tokio-4803,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-4803,sha256:c70b65bc85a67d0612873479a628b93466cc52d70057c819763fbabb14dda616,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:c70b65bc85a67d0612873479a628b93466cc52d70057c819763fbabb14dda616,yes,2026-07-01 16:17:27.153000+00:00,770.9,rust,Debugging and Repair,tokio-rs/tokio,0/8
tokio-rs-tokio-5351,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-5351,sha256:59ea392f34ccedaf3717aeb61b7adfc12f29d9b41b1affe7d9303ed080d03425,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:59ea392f34ccedaf3717aeb61b7adfc12f29d9b41b1affe7d9303ed080d03425,yes,2026-07-01 16:21:40.117000+00:00,1837.0,rust,Software Engineering,tokio-rs/tokio,0/8
tokio-rs-tokio-590,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-590,sha256:f28dc36e9298d7ec5392ff1e0c39f95498951d3c7a99e2800deb2fc4e1493ca8,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:f28dc36e9298d7ec5392ff1e0c39f95498951d3c7a99e2800deb2fc4e1493ca8,yes,2026-07-01 16:22:02.739000+00:00,752.4,rust,Software Engineering,tokio-rs/tokio,0/8
tokio-rs-tokio-6205,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-6205,sha256:4b4ae5c9a219b2de472621b6b72e0e7bfb4ab1ee50c506ef723e9edb83e28eb4,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:4b4ae5c9a219b2de472621b6b72e0e7bfb4ab1ee50c506ef723e9edb83e28eb4,yes,2026-07-01 16:22:03.877000+00:00,1963.8,rust,Software Engineering,tokio-rs/tokio,0/8
tokio-rs-tokio-6348,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-6348,sha256:aa02e68c3c7e12748ba8561145ecf93028341cb384451015454aa1ceeb432f6c,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:aa02e68c3c7e12748ba8561145ecf93028341cb384451015454aa1ceeb432f6c,yes,2026-07-01 16:17:28.068000+00:00,669.8,rust,Software Engineering,tokio-rs/tokio,0/8
tokio-rs-tokio-6619,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-6619,sha256:61764a321b815b64b235a668602c4a771ac8372316e8b217c9d389a0404afea9,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:61764a321b815b64b235a668602c4a771ac8372316e8b217c9d389a0404afea9,yes,2026-07-01 16:32:13.519000+00:00,2936.1,rust,Software Engineering,tokio-rs/tokio,0/8
tokio-rs-tokio-7475,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-7475,sha256:53f212675799bb4d0f5720de4cebef6f79ccb08b61ac0d7541e6b9f8fb11792d,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:53f212675799bb4d0f5720de4cebef6f79ccb08b61ac0d7541e6b9f8fb11792d,yes,2026-07-01 16:17:36.648000+00:00,755.6,rust,Software Engineering,tokio-rs/tokio,0/8
tokio-rs-tokio-923,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tokio-923,sha256:c3459918f0e53b38f5f303bcc042bb44c8c0879eb3e1342d7e11b4ae1509711b,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:c3459918f0e53b38f5f303bcc042bb44c8c0879eb3e1342d7e11b4ae1509711b,yes,2026-07-01 16:17:25.347000+00:00,678.1,rust,Software Engineering,tokio-rs/tokio,0/8
tokio-rs-tracing-288,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tracing-288,sha256:17dd53184eb3d2ff16cabb2e8844b3018c90e4f756f21f96aadd6162cbe7d175,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:17dd53184eb3d2ff16cabb2e8844b3018c90e4f756f21f96aadd6162cbe7d175,yes,2026-07-01 16:17:48.511000+00:00,750.8,rust,Software Engineering,tokio-rs/tracing,0/8
tokio-rs-tracing-333,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tokio-rs-tracing-333,sha256:77f28d228d6d739a9230ee4278205d15f9a49652e2a43147d475a1264a6c0ca5,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:77f28d228d6d739a9230ee4278205d15f9a49652e2a43147d475a1264a6c0ca5,yes,2026-07-01 16:17:55.393000+00:00,683.1,rust,Debugging and Repair,tokio-rs/tracing,0/8
tongsuo-project-tongsuo-630,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tongsuo-project-tongsuo-630,sha256:ce2d5d2ffcad171398e335c0036e1f44d134534b9f5b4c5514940e369426cce3,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:ce2d5d2ffcad171398e335c0036e1f44d134534b9f5b4c5514940e369426cce3,yes,2026-07-01 16:19:56.278000+00:00,386.5,c,Security,tongsuo-project/tongsuo,0/8
topfreegames-maestro-462,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:topfreegames-maestro-462,sha256:cc79ecffd8d4bd13ff69eab8e4e306e325baf7fab64e93f6b50559454320afef,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:cc79ecffd8d4bd13ff69eab8e4e306e325baf7fab64e93f6b50559454320afef,yes,2026-07-01 16:19:21.457000+00:00,995.8,go,Debugging and Repair,topfreegames/maestro,0/8
topfreegames-maestro-468,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:topfreegames-maestro-468,sha256:23e22f433e6d7e446812c99a744a0de58715ec4b4a76bdcfc98e0c0552319c81,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:23e22f433e6d7e446812c99a744a0de58715ec4b4a76bdcfc98e0c0552319c81,yes,2026-07-01 16:18:26.149000+00:00,889.0,go,Debugging and Repair,topfreegames/maestro,0/8
tortoise-tortoise-orm-1825,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tortoise-tortoise-orm-1825,sha256:8120cba3482e141616b0b5541ac3ec8547c0dbe44109c3fc1720adbf1d96d152,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:8120cba3482e141616b0b5541ac3ec8547c0dbe44109c3fc1720adbf1d96d152,yes,2026-07-01 11:40:46.673000+00:00,712.6,python,Debugging and Repair,tortoise/tortoise-orm,3/8
toucantoco-weaverbird-1997,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:toucantoco-weaverbird-1997,sha256:8d22e60026ac351e3b13f5f955e4888d714857650e4aad5ded8c76dd42042c3f,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:8d22e60026ac351e3b13f5f955e4888d714857650e4aad5ded8c76dd42042c3f,yes,2026-07-01 11:41:28.189000+00:00,1102.4,python,Data Processing and ETL,toucantoco/weaverbird,0/8
touk-nussknacker-5465,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:touk-nussknacker-5465,sha256:e3ea511594972892677dc8d863502a2f09c7778a57e13d5f95d85e94e284c893,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:e3ea511594972892677dc8d863502a2f09c7778a57e13d5f95d85e94e284c893,yes,2026-07-01 11:42:58.068000+00:00,679.1,java,Software Engineering,touk/nussknacker,4/8
tower-rs-tower-49,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tower-rs-tower-49,sha256:697206976752a34ded18ff5bdfcea8637475b1dda2b6bfe37407049e63f2ca73,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:697206976752a34ded18ff5bdfcea8637475b1dda2b6bfe37407049e63f2ca73,yes,2026-07-01 16:17:55.642000+00:00,613.0,rust,Software Engineering,tower-rs/tower,0/8
tracel-ai-burn-1342,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tracel-ai-burn-1342,sha256:50efdaaf5436f21b696fe7c3a60394a21e9b4ff4dfb8e0605428928e9f47ddbf,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:50efdaaf5436f21b696fe7c3a60394a21e9b4ff4dfb8e0605428928e9f47ddbf,yes,2026-07-01 16:18:50.100000+00:00,924.6,rust,Software Engineering,tracel-ai/burn,0/8
tracel-ai-burn-1580,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tracel-ai-burn-1580,sha256:f28cfd08accc7270f2606fe1563b088652d295a54eff844555babedfc3d1137e,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:f28cfd08accc7270f2606fe1563b088652d295a54eff844555babedfc3d1137e,yes,2026-07-01 16:22:40.736000+00:00,1121.7,rust,Software Engineering,tracel-ai/burn,0/8
tracel-ai-cubecl-141,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tracel-ai-cubecl-141,sha256:6d96d5be784d76fee125a4c8065dddb2664378ba2d6c1568cf5608a2fbbd42c1,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:6d96d5be784d76fee125a4c8065dddb2664378ba2d6c1568cf5608a2fbbd42c1,yes,2026-07-01 16:19:10.352000+00:00,887.7,rust,Software Engineering,tracel-ai/cubecl,0/8
tracel-ai-cubecl-271,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tracel-ai-cubecl-271,sha256:d59e3fa04f16c54f5aa276959ff9d8671cf618b0be2ae2242e61f17bb56edb7d,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:d59e3fa04f16c54f5aa276959ff9d8671cf618b0be2ae2242e61f17bb56edb7d,yes,2026-07-01 16:17:51.665000+00:00,774.0,rust,Software Engineering,tracel-ai/cubecl,0/8
tracel-ai-cubecl-273,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tracel-ai-cubecl-273,sha256:17125515b7c89101c924e17996254b0bfa26eabbb0b7e633d6b2fc56eaad3f8a,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:17125515b7c89101c924e17996254b0bfa26eabbb0b7e633d6b2fc56eaad3f8a,yes,2026-07-01 16:29:44.688000+00:00,1655.2,rust,Software Engineering,tracel-ai/cubecl,0/8
tracel-ai-cubecl-430,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tracel-ai-cubecl-430,sha256:ebd70887001eebf7c6e669b066aa26b3692245d9f25f373c41c5885c2066a819,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:ebd70887001eebf7c6e669b066aa26b3692245d9f25f373c41c5885c2066a819,yes,2026-07-01 16:17:53.753000+00:00,696.6,rust,Software Engineering,tracel-ai/cubecl,0/8
traceloop-openllmetry-1139,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:traceloop-openllmetry-1139,sha256:56bfd1b649e9fa00c91b5d2a8c92074d9224e5213e5d28e2ff7b7edea0f0acb9,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:56bfd1b649e9fa00c91b5d2a8c92074d9224e5213e5d28e2ff7b7edea0f0acb9,yes,2026-07-01 11:40:54.046000+00:00,244.6,python,"Systems, Infrastructure, and Operations",traceloop/openllmetry,1/8
traceloop-openllmetry-1256,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:traceloop-openllmetry-1256,sha256:251aea4c4b56a5d36cc67c62946f45f6c18abff8b62b1d85ec3fef7febf15448,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:251aea4c4b56a5d36cc67c62946f45f6c18abff8b62b1d85ec3fef7febf15448,yes,2026-07-01 11:41:23.502000+00:00,291.0,python,"Systems, Infrastructure, and Operations",traceloop/openllmetry,2/8
traceloop-openllmetry-2880,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:traceloop-openllmetry-2880,sha256:9e3889ab366ac03b456c69c11b520998dd15f5dfb94dc23fae096de21bbd288d,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:9e3889ab366ac03b456c69c11b520998dd15f5dfb94dc23fae096de21bbd288d,yes,2026-07-01 11:41:11.212000+00:00,335.8,python,"Systems, Infrastructure, and Operations",traceloop/openllmetry,4/8
traceloop-openllmetry-3052,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:traceloop-openllmetry-3052,sha256:63cc86ba9a31b1839f12c1f1005fff8b695038dc1f44458e6b3f7fa2bfa3dc90,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:63cc86ba9a31b1839f12c1f1005fff8b695038dc1f44458e6b3f7fa2bfa3dc90,yes,2026-07-01 11:41:26.860000+00:00,300.4,python,"Systems, Infrastructure, and Operations",traceloop/openllmetry,3/8
transformeroptimus-superagi-724,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:transformeroptimus-superagi-724,sha256:2ec1b3f303df5f181e1705459de236aa690c06de8fd985585f1660b100e67cd2,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:2ec1b3f303df5f181e1705459de236aa690c06de8fd985585f1660b100e67cd2,yes,2026-07-01 11:43:33.733000+00:00,770.0,python,Software Engineering,transformeroptimus/superagi,1/8
tree-sitter-tree-sitter-4122,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tree-sitter-tree-sitter-4122,sha256:cdb9b683143fbde7c571c00ee27b91f4cb52bd2398bcb75c2d97340e574f27b2,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:cdb9b683143fbde7c571c00ee27b91f4cb52bd2398bcb75c2d97340e574f27b2,yes,2026-07-01 16:20:38.538000+00:00,1257.0,rust,Software Engineering,tree-sitter/tree-sitter,0/8
trustbloc-vcs-1577,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:trustbloc-vcs-1577,sha256:b27106599f627377d0ec8231d13a02f0ceb9f9f13b7a3612ba9b12a320eb4c1e,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b27106599f627377d0ec8231d13a02f0ceb9f9f13b7a3612ba9b12a320eb4c1e,yes,2026-07-01 16:18:14.181000+00:00,543.3,go,Software Engineering,trustbloc/vcs,0/8
trustbloc-vcs-1581,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:trustbloc-vcs-1581,sha256:f1736d05be57690a95e9d4cb15da96b63947facf3996b7d80c7b751701dacdd0,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:f1736d05be57690a95e9d4cb15da96b63947facf3996b7d80c7b751701dacdd0,yes,2026-07-01 16:19:17.151000+00:00,630.2,go,Software Engineering,trustbloc/vcs,0/8
trustbloc-vcs-1595,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:trustbloc-vcs-1595,sha256:b1645fda5b339b3e595b511c1a4eaf402827a4650a104fde01372ad56f46d87f,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b1645fda5b339b3e595b511c1a4eaf402827a4650a104fde01372ad56f46d87f,yes,2026-07-01 16:19:04.156000+00:00,659.9,go,Security,trustbloc/vcs,0/8
trustwallet-wallet-core-4408,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:trustwallet-wallet-core-4408,sha256:7044000af8d651e669d0f40cdd4b17ae29bc75325574b33d5da625f461b085f0,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:7044000af8d651e669d0f40cdd4b17ae29bc75325574b33d5da625f461b085f0,yes,2026-07-01 16:21:34.532000+00:00,1428.4,rust,Debugging and Repair,trustwallet/wallet-core,0/8
tryghost-activitypub-143,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tryghost-activitypub-143,sha256:c4bd6749acdf60c02f1bf02096f10a56e0853d5a648ea7413cc1515dfd2d64b1,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:c4bd6749acdf60c02f1bf02096f10a56e0853d5a648ea7413cc1515dfd2d64b1,yes,2026-07-01 11:42:41.781000+00:00,1276.9,typescript,Software Engineering,tryghost/activitypub,2/8
tryghost-activitypub-257,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tryghost-activitypub-257,sha256:1cdae1b86cc39f3cefc28f6cce54146e5ea9726c96335707759ba49b4803272c,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:1cdae1b86cc39f3cefc28f6cce54146e5ea9726c96335707759ba49b4803272c,yes,2026-07-01 11:42:41.145000+00:00,1292.3,typescript,Software Engineering,tryghost/activitypub,4/8
tryghost-activitypub-265,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tryghost-activitypub-265,sha256:0e5f6ad053ba4db804555a6bf9d2995cc1a5224d920897c6b8a6cadbfa03c392,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:0e5f6ad053ba4db804555a6bf9d2995cc1a5224d920897c6b8a6cadbfa03c392,yes,2026-07-01 11:43:03.460000+00:00,1292.4,typescript,Software Engineering,tryghost/activitypub,1/8
tryghost-ghost-12881,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tryghost-ghost-12881,sha256:399af3c106b2559735cdfb5035e5961a56d43e94b7487914fcbf7480f958af84,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:399af3c106b2559735cdfb5035e5961a56d43e94b7487914fcbf7480f958af84,yes,2026-07-01 11:43:08.890000+00:00,488.7,javascript,Data Querying and Databases,tryghost/ghost,0/8
tryghost-ghost-20914,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tryghost-ghost-20914,sha256:b9e849858b384d0bd7c12e5bc5513f572b4e0224605e5b9b8746bf326f5e981a,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b9e849858b384d0bd7c12e5bc5513f572b4e0224605e5b9b8746bf326f5e981a,yes,2026-07-01 11:46:47.080000+00:00,1545.4,javascript,Software Engineering,tryghost/ghost,2/8
tryghost-ghost-21990,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tryghost-ghost-21990,sha256:5fc14029915860be7578744da9d50ef700792a4a53541a0cc7ee6c02c0a3cb90,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:5fc14029915860be7578744da9d50ef700792a4a53541a0cc7ee6c02c0a3cb90,yes,2026-07-01 11:41:51.585000+00:00,507.4,javascript,Security,tryghost/ghost,0/8
tryghost-ghost-22859,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:tryghost-ghost-22859,sha256:d41ce3fcd93f354deb74cfd1d47855fdfd5b5d4d58c4c3f88f3b5c8627bb7c8e,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:d41ce3fcd93f354deb74cfd1d47855fdfd5b5d4d58c4c3f88f3b5c8627bb7c8e,yes,2026-07-01 11:50:25.265000+00:00,1647.0,javascript,Software Engineering,tryghost/ghost,3/8
